country,city,date,latitude,longitude,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,et0_fao_evapotranspiration
Colombia, Bogota,2021-10-22 00:00:00+00:00,4.711,-74.0721,20.1855,7.2855,12.531333,20.457039,6.0328703,12.02599,8.299999,10.239453,3.2650194
Colombia, Bogota,2021-10-23 00:00:00+00:00,4.711,-74.0721,20.085499,8.5855,13.302166,21.87082,7.514097,13.092331,15.8,12.10157,3.8985093
Colombia, Bogota,2021-10-24 00:00:00+00:00,4.711,-74.0721,21.6855,6.5855002,12.708417,22.937979,5.3095903,12.285722,0.90000004,12.324414,3.9029958
Colombia, Bogota,2021-10-25 00:00:00+00:00,4.711,-74.0721,20.0355,7.5355,13.027167,21.075489,6.4487944,12.636907,3.1000001,11.384199,3.5308547
Colombia, Bogota,2021-10-26 00:00:00+00:00,4.711,-74.0721,19.8855,8.985499,13.929252,21.12102,8.006727,13.6374235,10.4,12.324414,3.5090635
Colombia, Bogota,2021-10-27 00:00:00+00:00,4.711,-74.0721,17.9355,8.185499,12.327165,16.642391,6.847357,11.552974,1.4000001,12.594856,2.4112844
Colombia, Bogota,2021-10-28 00:00:00+00:00,4.711,-74.0721,18.1855,9.8855,13.470917,17.157171,8.967205,12.429512,0.5,17.595861,3.3625596
Colombia, Bogota,2021-10-29 00:00:00+00:00,4.711,-74.0721,19.335499,9.5355,13.216748,19.543873,8.692482,12.4333,8.4,14.04,3.1978261
Colombia, Bogota,2021-10-30 00:00:00+00:00,4.711,-74.0721,19.5355,7.6355,12.3355,20.569841,6.610862,11.76271,6.1,16.1198,3.081256
Colombia, Bogota,2021-10-31 00:00:00+00:00,4.711,-74.0721,19.085499,6.8355002,11.929249,19.693344,5.7090187,11.525635,4.799999,12.964998,2.9375293
Colombia, Bogota,2021-11-01 00:00:00+00:00,4.711,-74.0721,18.835499,6.5855002,12.641747,19.049738,5.305974,12.095447,2.3000002,11.304229,3.365255
Colombia, Bogota,2021-11-02 00:00:00+00:00,4.711,-74.0721,19.5355,9.435499,13.4938345,20.24162,9.043148,13.220562,1.5000001,11.966953,3.993315
Colombia, Bogota,2021-11-03 00:00:00+00:00,4.711,-74.0721,18.335499,9.5855,13.1105,20.022758,8.496035,12.954747,4.9,8.942214,2.8330033
Colombia, Bogota,2021-11-04 00:00:00+00:00,4.711,-74.0721,18.6355,9.0855,12.679249,17.755293,8.65646,12.444697,13.9,10.239453,2.7307744
Colombia, Bogota,2021-11-05 00:00:00+00:00,4.711,-74.0721,21.3855,6.8355002,13.041749,20.897293,5.510932,12.473846,3.3999996,9.904906,4.2456536
Colombia, Bogota,2021-11-06 00:00:00+00:00,4.711,-74.0721,19.4855,5.0355,12.029248,18.582235,3.1661367,10.564828,0.0,15.141414,3.8969107
Colombia, Bogota,2021-11-07 00:00:00+00:00,4.711,-74.0721,19.585499,4.4855,11.739666,19.13852,2.4403024,10.330226,0.4,15.273505,4.1144886
Colombia, Bogota,2021-11-08 00:00:00+00:00,4.711,-74.0721,19.2855,5.7855,11.845917,19.783512,4.415265,11.242065,15.700001,12.879752,3.164028
Colombia, Bogota,2021-11-09 00:00:00+00:00,4.711,-74.0721,18.835499,8.1355,12.462582,18.327026,7.1140766,11.933399,1.6,10.495713,2.7961104
Colombia, Bogota,2021-11-10 00:00:00+00:00,4.711,-74.0721,19.585499,7.9855,12.514665,20.43475,7.2250214,12.247948,15.200002,8.714677,3.2359138
Colombia, Bogota,2021-11-11 00:00:00+00:00,4.711,-74.0721,21.4855,9.5355,13.785501,22.712366,8.416859,13.564176,1.8000002,10.24578,4.175961
Colombia, Bogota,2021-11-12 00:00:00+00:00,4.711,-74.0721,21.6855,9.735499,14.254249,22.943968,8.777046,13.8366995,1.4000001,16.171976,4.2439227
Colombia, Bogota,2021-11-13 00:00:00+00:00,4.711,-74.0721,19.4355,7.2855,13.69175,19.108206,6.093029,12.478103,0.3,14.168641,3.8679242
Colombia, Bogota,2021-11-14 00:00:00+00:00,4.711,-74.0721,20.085499,8.3355,13.906331,20.15958,7.4895525,13.605151,1.6000001,9.6932955,3.7694182
Colombia, Bogota,2021-11-15 00:00:00+00:00,4.711,-74.0721,20.8855,7.3355002,13.425083,22.173386,6.1526937,12.967982,1.2,9.565437,4.125077
Colombia, Bogota,2021-11-16 00:00:00+00:00,4.711,-74.0721,19.0355,9.435499,13.360499,20.748104,8.894655,13.272858,3.2000003,6.519877,3.5070727
Colombia, Bogota,2021-11-17 00:00:00+00:00,4.711,-74.0721,21.1355,7.9354997,13.029248,21.508224,6.9109106,12.349941,1.3000001,15.827721,3.8995461
Colombia, Bogota,2021-11-18 00:00:00+00:00,4.711,-74.0721,20.7855,8.235499,13.191747,21.71151,6.9858847,12.730048,0.1,12.387348,4.4038897
Colombia, Bogota,2021-11-19 00:00:00+00:00,4.711,-74.0721,20.7355,6.1855,12.673,21.810226,4.5636425,11.951687,0.3,11.570515,4.229246
Colombia, Bogota,2021-11-20 00:00:00+00:00,4.711,-74.0721,19.6355,11.0355,13.877167,19.980202,11.10671,13.605315,9.900002,9.178235,3.3860545
Colombia, Bogota,2021-11-21 00:00:00+00:00,4.711,-74.0721,18.4855,6.9855,12.756332,17.532263,5.7266693,11.866693,0.6,12.10157,3.2796717
Colombia, Bogota,2021-11-22 00:00:00+00:00,4.711,-74.0721,19.2855,8.8355,13.020916,19.990269,7.5987034,12.461598,3.7,8.766573,3.342515
Colombia, Bogota,2021-11-23 00:00:00+00:00,4.711,-74.0721,18.3855,9.2855,12.712583,19.028442,8.388102,12.378708,5.3999996,14.021525,2.5015252
Colombia, Bogota,2021-11-24 00:00:00+00:00,4.711,-74.0721,19.1355,7.8355002,12.893833,20.024483,6.552903,12.788238,10.799999,9.904906,2.934168
Colombia, Bogota,2021-11-25 00:00:00+00:00,4.711,-74.0721,18.1855,7.5855002,12.616749,17.403507,6.68486,12.076252,1.9000002,10.00256,3.0017092
Colombia, Bogota,2021-11-26 00:00:00+00:00,4.711,-74.0721,18.0355,6.9855,12.200084,17.877325,5.846347,11.661748,2.5,9.114471,2.9060588
Colombia, Bogota,2021-11-27 00:00:00+00:00,4.711,-74.0721,20.3855,7.9855,13.375083,20.170788,6.8075056,12.59185,0.0,14.512064,4.118647
Colombia, Bogota,2021-11-28 00:00:00+00:00,4.711,-74.0721,21.0355,7.7855,12.975082,21.824594,6.4456463,12.617786,9.0,8.707237,3.6385262
Colombia, Bogota,2021-11-29 00:00:00+00:00,4.711,-74.0721,20.2855,5.4855,12.643833,19.581873,3.840767,11.621388,0.7,10.990322,3.7673402
Colombia, Bogota,2021-11-30 00:00:00+00:00,4.711,-74.0721,19.2355,5.8855,12.487583,18.239492,4.242712,11.131772,0.2,16.363178,3.6157086
Colombia, Bogota,2021-12-01 00:00:00+00:00,4.711,-74.0721,20.7355,5.3355002,12.395916,20.969448,3.515215,11.494946,0.8000001,16.23596,4.1904154
Colombia, Bogota,2021-12-02 00:00:00+00:00,4.711,-74.0721,19.9355,6.0355,12.647998,18.703812,4.520665,11.673106,0.7,14.003029,3.6549683
Colombia, Bogota,2021-12-03 00:00:00+00:00,4.711,-74.0721,18.7355,6.0855002,12.0771675,17.126402,4.475028,10.592421,0.1,15.141414,3.2529857
Colombia, Bogota,2021-12-04 00:00:00+00:00,4.711,-74.0721,18.7855,5.9855,12.595916,17.788189,4.5023355,11.274067,0.4,15.281989,3.636848
Colombia, Bogota,2021-12-05 00:00:00+00:00,4.711,-74.0721,19.3855,6.2855,12.822998,18.007965,4.5905666,11.487041,0.2,13.217443,3.3867178
Colombia, Bogota,2021-12-06 00:00:00+00:00,4.711,-74.0721,20.4855,5.5355,12.772999,19.596518,3.5788655,11.540001,0.2,11.183201,3.7972946
Colombia, Bogota,2021-12-07 00:00:00+00:00,4.711,-74.0721,21.6355,5.2855,13.416749,20.781591,3.4753847,12.238392,0.0,12.181624,4.196769
Colombia, Bogota,2021-12-08 00:00:00+00:00,4.711,-74.0721,21.2355,5.1855,13.281333,21.098562,3.3323874,12.187912,0.1,11.246759,4.0582857
Colombia, Bogota,2021-12-09 00:00:00+00:00,4.711,-74.0721,21.6855,8.985499,13.42925,23.47559,8.126491,13.100242,3.5,15.778518,3.396479
Colombia, Bogota,2021-12-10 00:00:00+00:00,4.711,-74.0721,20.2855,9.0855,13.897998,21.821497,7.9628887,13.627809,2.0,11.753877,3.3739321
Colombia, Bogota,2021-12-11 00:00:00+00:00,4.711,-74.0721,18.7355,10.235499,13.500083,18.716846,9.999013,13.239182,3.5,13.722565,2.8762593
Colombia, Bogota,2021-12-12 00:00:00+00:00,4.711,-74.0721,17.3855,10.5355,13.245917,16.374065,10.461351,12.759136,0.6,12.783802,2.6390464
Colombia, Bogota,2021-12-13 00:00:00+00:00,4.711,-74.0721,20.1855,4.9855,11.743833,20.25198,3.422237,10.827395,0.5,7.754637,3.282733
Colombia, Bogota,2021-12-14 00:00:00+00:00,4.711,-74.0721,20.7355,5.2855,12.827167,21.121723,3.5788965,11.978656,0.5,14.154915,4.031075
Colombia, Bogota,2021-12-15 00:00:00+00:00,4.711,-74.0721,20.7355,6.5855002,12.600083,21.481544,5.1665344,12.033268,1.1,10.028439,3.5480123
Colombia, Bogota,2021-12-16 00:00:00+00:00,4.711,-74.0721,20.085499,6.4355,12.86675,19.947922,4.87152,11.949535,0.3,12.984975,3.4606707
Colombia, Bogota,2021-12-17 00:00:00+00:00,4.711,-74.0721,20.7355,7.3355002,12.668834,21.512947,5.79801,11.916741,3.0,7.653705,2.9548922
Colombia, Bogota,2021-12-18 00:00:00+00:00,4.711,-74.0721,18.335499,7.9354997,12.612583,17.661879,6.683427,11.974197,1.0,9.0645685,2.5084653
Colombia, Bogota,2021-12-19 00:00:00+00:00,4.711,-74.0721,21.1355,6.9855,13.018832,22.525822,5.4992466,12.375816,1.1,12.783802,3.4074492
Colombia, Bogota,2021-12-20 00:00:00+00:00,4.711,-74.0721,21.085499,7.8855004,13.270915,22.496576,7.0930023,12.913249,0.70000005,10.948973,3.546302
Colombia, Bogota,2021-12-21 00:00:00+00:00,4.711,-74.0721,21.085499,9.1355,13.21675,21.972698,8.635272,13.056975,4.6000004,15.827721,3.5060785
Colombia, Bogota,2021-12-22 00:00:00+00:00,4.711,-74.0721,18.7855,8.0855,12.9105,19.308857,7.4113255,12.701198,2.8000002,10.495713,3.2958524
Colombia, Bogota,2021-12-23 00:00:00+00:00,4.711,-74.0721,21.585499,9.0355,13.245917,22.210718,8.286781,12.923907,1.2,11.384199,3.4063256
Colombia, Bogota,2021-12-24 00:00:00+00:00,4.711,-74.0721,21.585499,7.1355,12.991749,22.941742,5.7961245,12.555137,5.8,12.261158,3.9337783
Colombia, Bogota,2021-12-25 00:00:00+00:00,4.711,-74.0721,21.6855,8.0855,13.950082,21.839483,6.9799366,13.353288,1.2,11.177405,3.8758924
Colombia, Bogota,2021-12-26 00:00:00+00:00,4.711,-74.0721,21.5355,7.0355,13.764665,21.089987,5.6857624,12.855557,0.5,9.885262,3.896175
Colombia, Bogota,2021-12-27 00:00:00+00:00,4.711,-74.0721,20.9355,8.235499,13.820914,20.95297,7.4163866,13.221916,0.1,9.957108,3.5998018
Colombia, Bogota,2021-12-28 00:00:00+00:00,4.711,-74.0721,21.1355,8.935499,14.210499,20.138393,7.9599314,13.38458,0.3,10.44,3.7593572
Colombia, Bogota,2021-12-29 00:00:00+00:00,4.711,-74.0721,20.085499,8.3355,14.102166,18.866007,7.2157907,13.310678,1.5000001,12.538134,3.284894
Colombia, Bogota,2021-12-30 00:00:00+00:00,4.711,-74.0721,20.7855,6.4855,13.233414,18.847328,5.0370073,11.965995,0.1,13.783817,3.5448513
Colombia, Bogota,2021-12-31 00:00:00+00:00,4.711,-74.0721,21.6355,7.0855002,13.829249,21.285439,5.666608,12.824544,0.2,9.9571085,3.9162028
Colombia, Bogota,2022-01-01 00:00:00+00:00,4.711,-74.0721,21.1355,6.1355,13.4355,19.6918,4.5378456,12.143608,0.0,14.973577,3.9363532
Colombia, Bogota,2022-01-02 00:00:00+00:00,4.711,-74.0721,22.1355,6.9855,13.370917,21.596527,5.776127,12.4075575,0.5,11.457958,3.6297665
Colombia, Bogota,2022-01-03 00:00:00+00:00,4.711,-74.0721,21.8855,3.9355001,12.36675,21.011152,1.9234776,11.122249,0.1,10.823973,3.7968142
Colombia, Bogota,2022-01-04 00:00:00+00:00,4.711,-74.0721,20.2855,6.8355002,12.885499,20.07601,5.2122307,11.790943,1.2,13.1041975,4.0175247
Colombia, Bogota,2022-01-05 00:00:00+00:00,4.711,-74.0721,21.9855,8.235499,13.439666,23.52595,7.2246933,13.06384,0.8,12.904882,3.8253815
Colombia, Bogota,2022-01-06 00:00:00+00:00,4.711,-74.0721,19.835499,9.5855,13.59175,17.906147,9.009949,11.957484,0.2,17.555307,3.6612809
Colombia, Bogota,2022-01-07 00:00:00+00:00,4.711,-74.0721,20.3855,5.4855,12.510499,18.064318,3.1868887,10.278022,0.0,17.414474,4.1492343
Colombia, Bogota,2022-01-08 00:00:00+00:00,4.711,-74.0721,21.4855,5.0855002,12.227166,22.42128,3.1383815,10.997863,2.3999999,14.830076,4.1838784
Colombia, Bogota,2022-01-09 00:00:00+00:00,4.711,-74.0721,18.9855,8.485499,12.712582,18.844967,7.7381735,12.073167,1.4000001,12.57426,3.1316419
Colombia, Bogota,2022-01-10 00:00:00+00:00,4.711,-74.0721,19.2355,8.5855,13.056333,17.85007,7.8951893,12.376882,1.8000001,14.044615,3.1393716
Colombia, Bogota,2022-01-11 00:00:00+00:00,4.711,-74.0721,18.4855,9.435499,13.212583,17.87217,8.841787,12.627517,2.2,14.05845,3.3034549
Colombia, Bogota,2022-01-12 00:00:00+00:00,4.711,-74.0721,18.7855,10.0355,13.470917,17.558699,9.563982,12.743153,1.4,13.138765,3.1639714
Colombia, Bogota,2022-01-13 00:00:00+00:00,4.711,-74.0721,16.5355,10.435499,12.37925,15.954079,9.552129,12.086937,17.300001,9.19939,1.918822
Colombia, Bogota,2022-01-14 00:00:00+00:00,4.711,-74.0721,18.7355,7.1355,12.223,18.233402,5.9158897,11.5713625,1.0,7.24486,3.0329823
Colombia, Bogota,2022-01-15 00:00:00+00:00,4.711,-74.0721,18.8855,7.5355,12.906333,17.145582,6.141492,11.496162,0.0,16.075521,3.7205298
Colombia, Bogota,2022-01-16 00:00:00+00:00,4.711,-74.0721,19.4855,7.0855002,12.672999,18.166073,5.5162735,11.278569,0.90000004,13.513193,3.7195837
Colombia, Bogota,2022-01-17 00:00:00+00:00,4.711,-74.0721,20.585499,6.0355,13.0355,20.352417,4.3563023,12.116956,0.6,10.1887,3.8382456
Colombia, Bogota,2022-01-18 00:00:00+00:00,4.711,-74.0721,19.6355,6.5355,12.891749,17.952116,5.0134,11.655163,0.3,15.192682,3.452576
Colombia, Bogota,2022-01-19 00:00:00+00:00,4.711,-74.0721,19.4855,6.9855,12.620915,18.47829,5.2234755,10.952813,0.4,17.208603,3.8603127
Colombia, Bogota,2022-01-20 00:00:00+00:00,4.711,-74.0721,18.4855,8.3855,13.256333,16.511156,6.774719,11.461807,0.0,17.377226,3.6797845
Colombia, Bogota,2022-01-21 00:00:00+00:00,4.711,-74.0721,21.0355,5.9855,12.837583,19.139093,4.459729,11.29488,0.0,15.546833,4.073172
Colombia, Bogota,2022-01-22 00:00:00+00:00,4.711,-74.0721,21.8855,7.1855,13.429249,21.836176,5.7109604,12.361114,0.0,10.97262,3.8536046
Colombia, Bogota,2022-01-23 00:00:00+00:00,4.711,-74.0721,21.335499,8.7855,13.731332,21.590796,7.9923143,13.010747,0.1,9.605998,3.7132635
Colombia, Bogota,2022-01-24 00:00:00+00:00,4.711,-74.0721,21.085499,10.3355,14.550082,20.025251,9.723236,13.616324,0.7,13.527572,3.6693532
Colombia, Bogota,2022-01-25 00:00:00+00:00,4.711,-74.0721,20.7855,8.485499,13.497998,20.924925,7.652313,12.99714,6.5999994,14.4,3.2988749
Colombia, Bogota,2022-01-26 00:00:00+00:00,4.711,-74.0721,21.5355,9.0355,13.747997,23.035063,8.091981,13.387477,4.1,10.009036,3.91689
Colombia, Bogota,2022-01-27 00:00:00+00:00,4.711,-74.0721,21.835499,7.9354997,13.745915,22.570854,6.8774004,12.90104,0.70000005,14.145756,4.2513433
Colombia, Bogota,2022-01-28 00:00:00+00:00,4.711,-74.0721,20.9355,9.185499,13.668834,20.778467,8.799281,13.056611,1.9000001,13.75558,3.6761768
Colombia, Bogota,2022-01-29 00:00:00+00:00,4.711,-74.0721,19.6355,7.6355,12.991749,19.374437,6.5864363,12.138779,1.3,13.779114,4.128605
Colombia, Bogota,2022-01-30 00:00:00+00:00,4.711,-74.0721,20.4855,7.0355,12.5605,21.039576,6.003833,11.550705,0.1,11.631956,4.1546865
Colombia, Bogota,2022-01-31 00:00:00+00:00,4.711,-74.0721,20.7855,6.6855,12.723,21.712475,5.7256775,11.861099,0.1,13.450708,4.538845
Colombia, Bogota,2022-02-01 00:00:00+00:00,4.711,-74.0721,21.4355,7.9354997,13.168834,22.282324,6.9882393,12.411137,0.0,11.726277,4.6043305
Colombia, Bogota,2022-02-02 00:00:00+00:00,4.711,-74.0721,20.3855,6.5355,13.527165,18.590582,4.8750925,11.692529,0.0,19.022177,4.433261
Colombia, Bogota,2022-02-03 00:00:00+00:00,4.711,-74.0721,21.1855,4.2855,12.325084,20.30795,2.2539334,10.550967,0.3,14.113652,4.3866534
Colombia, Bogota,2022-02-04 00:00:00+00:00,4.711,-74.0721,20.3855,7.2855,13.229249,20.600073,5.868017,12.269252,1.4000001,13.493999,3.8153162
Colombia, Bogota,2022-02-05 00:00:00+00:00,4.711,-74.0721,17.5355,9.685499,12.898,16.895433,9.306823,12.584495,4.2,12.661564,2.675178
Colombia, Bogota,2022-02-06 00:00:00+00:00,4.711,-74.0721,17.9855,8.3355,12.635498,16.077442,7.259117,11.802196,3.4999995,13.039754,2.7506104
Colombia, Bogota,2022-02-07 00:00:00+00:00,4.711,-74.0721,18.835499,8.8355,13.143832,17.619076,7.98053,12.233241,1.3000001,9.178235,3.1235886
Colombia, Bogota,2022-02-08 00:00:00+00:00,4.711,-74.0721,16.4355,8.485499,12.662583,15.8962345,7.417513,12.093989,3.7999997,6.28713,2.4084144
Colombia, Bogota,2022-02-09 00:00:00+00:00,4.711,-74.0721,17.9855,6.9355,11.9834175,17.950172,5.549691,11.338544,10.1,9.793059,2.7426572
Colombia, Bogota,2022-02-10 00:00:00+00:00,4.711,-74.0721,19.9355,7.0355,12.625081,20.496643,5.909048,12.084625,2.3,7.208994,3.6565375
Colombia, Bogota,2022-02-11 00:00:00+00:00,4.711,-74.0721,21.1855,7.6355,12.897998,22.057995,6.7296677,12.570163,3.5,13.084402,4.007996
Colombia, Bogota,2022-02-12 00:00:00+00:00,4.711,-74.0721,21.6855,7.9855,13.679249,22.004381,6.739503,13.091542,2.2,11.435313,3.8346725
Colombia, Bogota,2022-02-13 00:00:00+00:00,4.711,-74.0721,20.1855,7.2855,13.7438345,19.584877,6.18198,12.696166,0.1,10.97262,3.905545
Colombia, Bogota,2022-02-14 00:00:00+00:00,4.711,-74.0721,20.0355,8.3355,13.412582,20.154894,7.2954006,12.718648,1.1,9.605998,3.4664261
Colombia, Bogota,2022-02-15 00:00:00+00:00,4.711,-74.0721,19.1355,10.5855,13.887584,19.042213,10.244421,13.404157,4.799999,10.30883,3.6108034
Colombia, Bogota,2022-02-16 00:00:00+00:00,4.711,-74.0721,20.085499,10.985499,14.502167,18.507786,10.384758,13.190389,0.5,13.276144,3.921516
Colombia, Bogota,2022-02-17 00:00:00+00:00,4.711,-74.0721,21.4855,5.8855,12.764667,21.559788,4.1176987,11.321448,0.1,13.18308,4.501144
Colombia, Bogota,2022-02-18 00:00:00+00:00,4.711,-74.0721,21.1355,7.6355,12.522999,22.066973,6.597538,11.712388,9.0,17.673029,3.1227787
Colombia, Bogota,2022-02-19 00:00:00+00:00,4.711,-74.0721,18.3855,8.7855,12.579249,18.152447,7.943304,12.175141,2.1,10.805999,3.3959348
Colombia, Bogota,2022-02-20 00:00:00+00:00,4.711,-74.0721,18.7855,8.8855,12.237583,18.966736,8.307838,11.895848,11.1,13.627795,2.6050415
Colombia, Bogota,2022-02-21 00:00:00+00:00,4.711,-74.0721,19.1355,8.735499,12.318835,19.906002,7.510047,12.081917,12.2,9.531505,3.3887637
Colombia, Bogota,2022-02-22 00:00:00+00:00,4.711,-74.0721,20.1355,7.9354997,12.995915,20.012966,6.7597466,12.303872,1.6000001,11.620809,4.1184545
Colombia, Bogota,2022-02-23 00:00:00+00:00,4.711,-74.0721,21.2355,6.8855,12.87925,22.550236,5.3550777,12.0990305,6.2000003,12.6462,4.245499
Colombia, Bogota,2022-02-24 00:00:00+00:00,4.711,-74.0721,19.585499,7.8855004,12.758416,20.547447,7.087205,12.345535,11.6,11.542478,3.3939993
Colombia, Bogota,2022-02-25 00:00:00+00:00,4.711,-74.0721,20.2855,8.485499,13.600082,21.305304,7.3853264,13.267692,2.2000003,12.641076,3.951089
Colombia, Bogota,2022-02-26 00:00:00+00:00,4.711,-74.0721,20.5355,10.0855,14.256333,20.043861,9.487674,13.878979,7.299999,10.691453,3.785257
Colombia, Bogota,2022-02-27 00:00:00+00:00,4.711,-74.0721,17.0355,8.8855,12.918832,16.411413,7.935178,12.516278,15.499999,7.072878,2.4879627
Colombia, Bogota,2022-02-28 00:00:00+00:00,4.711,-74.0721,17.6355,10.735499,13.202167,16.548138,10.508451,12.82944,2.7,8.534353,2.5969336
Colombia, Bogota,2022-03-01 00:00:00+00:00,4.711,-74.0721,17.5355,8.3355,12.900083,17.006598,7.03386,12.03065,1.2,13.979872,3.15776
Colombia, Bogota,2022-03-02 00:00:00+00:00,4.711,-74.0721,17.835499,8.5855,12.493832,18.038551,7.5495396,11.869027,4.9,8.161764,2.5309494
Colombia, Bogota,2022-03-03 00:00:00+00:00,4.711,-74.0721,19.2355,8.435499,12.895917,20.035238,7.641447,12.196315,6.1,12.387348,3.0859683
Colombia, Bogota,2022-03-04 00:00:00+00:00,4.711,-74.0721,18.0355,6.9855,12.497998,17.067057,5.6420984,11.8136015,4.3,10.703569,3.0668123
Colombia, Bogota,2022-03-05 00:00:00+00:00,4.711,-74.0721,18.9855,8.735499,13.256332,19.70222,7.8554735,13.013356,12.4,11.440978,3.1579168
Colombia, Bogota,2022-03-06 00:00:00+00:00,4.711,-74.0721,19.3855,10.185499,13.027165,21.18671,10.108972,12.991799,15.299999,17.771753,2.9553633
Colombia, Bogota,2022-03-07 00:00:00+00:00,4.711,-74.0721,17.9855,10.3855,13.339664,18.37665,9.772518,12.991208,2.6000001,9.793059,3.7636075
Colombia, Bogota,2022-03-08 00:00:00+00:00,4.711,-74.0721,18.335499,5.6855,11.752166,18.414331,4.140418,10.989253,1.0000001,10.739833,3.8024223
Colombia, Bogota,2022-03-09 00:00:00+00:00,4.711,-74.0721,19.5355,8.185499,12.887582,20.171051,7.3786297,12.222592,2.2,11.525623,4.297288
Colombia, Bogota,2022-03-10 00:00:00+00:00,4.711,-74.0721,18.7355,8.435499,13.108415,19.069422,7.511978,12.556911,1.4000001,14.003029,3.6922102
Colombia, Bogota,2022-03-11 00:00:00+00:00,4.711,-74.0721,20.1855,8.0355,12.683417,21.56953,7.29335,12.469674,13.200001,15.986595,3.6392417
Colombia, Bogota,2022-03-12 00:00:00+00:00,4.711,-74.0721,19.1855,6.9855,12.070916,19.969326,5.8581753,11.861718,7.8999996,7.145796,2.9161186
Colombia, Bogota,2022-03-13 00:00:00+00:00,4.711,-74.0721,18.335499,7.6355,12.568832,19.352175,6.5010376,12.268906,12.299999,11.457958,2.891459
Colombia, Bogota,2022-03-14 00:00:00+00:00,4.711,-74.0721,19.085499,7.9855,12.252167,19.538906,7.0520077,11.991551,10.1,7.208994,3.2840803
Colombia, Bogota,2022-03-15 00:00:00+00:00,4.711,-74.0721,19.5355,6.7855,12.266751,20.316769,5.583576,11.751664,1.8000002,10.1376915,3.9257903
Colombia, Bogota,2022-03-16 00:00:00+00:00,4.711,-74.0721,19.085499,8.3355,13.037583,19.804602,7.531891,12.762231,3.1999998,10.239453,3.6330624
Colombia, Bogota,2022-03-17 00:00:00+00:00,4.711,-74.0721,20.1355,7.0355,12.989666,21.775469,5.5003996,12.57326,12.1,10.703569,3.5901735
Colombia, Bogota,2022-03-18 00:00:00+00:00,4.711,-74.0721,20.1355,6.3855,12.618833,20.407553,5.0907364,12.047311,2.6,9.983106,4.052675
Colombia, Bogota,2022-03-19 00:00:00+00:00,4.711,-74.0721,20.2855,6.9355,13.056333,20.392328,5.5080223,12.375687,11.6,12.287555,4.1340303
Colombia, Bogota,2022-03-20 00:00:00+00:00,4.711,-74.0721,18.8855,7.9354997,13.041748,19.327986,6.656452,12.371476,10.5,11.435313,3.5681849
Colombia, Bogota,2022-03-21 00:00:00+00:00,4.711,-74.0721,19.4855,7.0855002,13.423,19.73267,5.383938,13.000244,8.900001,11.770403,3.6883528
Colombia, Bogota,2022-03-22 00:00:00+00:00,4.711,-74.0721,19.2855,9.435499,13.752167,19.05431,8.580702,13.28456,4.8,11.592895,3.53561
Colombia, Bogota,2022-03-23 00:00:00+00:00,4.711,-74.0721,19.2355,9.1355,13.781334,18.400743,8.089023,13.122354,4.1,15.7908325,3.6859305
Colombia, Bogota,2022-03-24 00:00:00+00:00,4.711,-74.0721,20.335499,9.3355,13.993833,20.467283,8.4004965,13.388902,5.5,12.4811535,3.6949558
Colombia, Bogota,2022-03-25 00:00:00+00:00,4.711,-74.0721,19.9855,8.5355,13.545915,20.46612,7.4750414,12.981818,2.0,12.768586,3.8465102
Colombia, Bogota,2022-03-26 00:00:00+00:00,4.711,-74.0721,18.5355,9.185499,13.418831,19.271786,8.079638,13.12256,11.0,12.9249525,3.1947205
Colombia, Bogota,2022-03-27 00:00:00+00:00,4.711,-74.0721,18.7355,7.8355002,12.706332,20.329163,6.7193527,12.266644,12.900001,9.531505,3.2066574
Colombia, Bogota,2022-03-28 00:00:00+00:00,4.711,-74.0721,18.335499,7.9855,12.825082,17.402494,6.7488146,11.764118,1.9000001,14.182355,3.2674491
Colombia, Bogota,2022-03-29 00:00:00+00:00,4.711,-74.0721,16.7355,9.3355,12.881331,14.484358,8.6087265,11.653366,1.7000002,15.617529,2.996278
Colombia, Bogota,2022-03-30 00:00:00+00:00,4.711,-74.0721,18.8855,9.685499,13.497998,18.747637,9.137245,12.87442,1.4,12.758432,3.3301105
Colombia, Bogota,2022-03-31 00:00:00+00:00,4.711,-74.0721,18.2855,9.985499,13.593831,17.325766,9.284474,12.723788,4.6999993,15.815435,3.3049033
Colombia, Bogota,2022-04-01 00:00:00+00:00,4.711,-74.0721,19.0355,8.1355,13.820916,17.713388,7.0239096,12.886788,1.4,14.904173,3.706519
Colombia, Bogota,2022-04-02 00:00:00+00:00,4.711,-74.0721,20.2855,7.1355,13.34175,19.270576,5.6251125,12.15855,0.5,12.984975,4.1097217
Colombia, Bogota,2022-04-03 00:00:00+00:00,4.711,-74.0721,19.0355,7.6855,13.202165,18.840836,6.39659,12.440339,2.4,13.276144,3.3822339
Colombia, Bogota,2022-04-04 00:00:00+00:00,4.711,-74.0721,19.7855,7.1355,13.454249,20.538824,5.576498,12.852501,2.6,11.609651,3.7262938
Colombia, Bogota,2022-04-05 00:00:00+00:00,4.711,-74.0721,17.7355,6.9355,11.747998,17.320292,5.8090334,10.898353,6.4,12.43434,2.2485108
Colombia, Bogota,2022-04-06 00:00:00+00:00,4.711,-74.0721,19.335499,10.1355,14.222999,18.973158,9.565265,13.53472,1.1000001,15.021105,3.77109
