date,city,country,latitude,longitude,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone
2023-02-12, Asuncion,Paraguay,-25.2637,-57.5759,7.670833333333333,5.354166666666667,179.875,1.4583333333333333,0.14583333333333334,39.458333333333336
2023-02-13, Asuncion,Paraguay,-25.2637,-57.5759,6.104166666666667,4.266666666666667,160.16666666666666,0.8416666666666667,0.1125,21.166666666666668
2023-02-14, Asuncion,Paraguay,-25.2637,-57.5759,11.8375,8.258333333333333,174.58333333333334,0.9416666666666668,0.16666666666666666,23.75
2023-02-15, Asuncion,Paraguay,-25.2637,-57.5759,16.650000000000002,11.641666666666666,229.5,1.5625,0.32083333333333336,39.5
2023-02-16, Asuncion,Paraguay,-25.2637,-57.5759,9.441666666666666,6.5874999999999995,221.91666666666666,1.375,0.22916666666666666,25.041666666666668
2023-02-17, Asuncion,Paraguay,-25.2637,-57.5759,10.720833333333333,7.470833333333334,162.625,1.5,0.4875,35.583333333333336
2023-02-18, Asuncion,Paraguay,-25.2637,-57.5759,7.566666666666666,5.179166666666666,99.83333333333333,1.7208333333333332,0.9708333333333333,31.916666666666668
2023-02-19, Asuncion,Paraguay,-25.2637,-57.5759,12.958333333333334,9.0375,148.79166666666666,2.4375,1.0583333333333333,45.75
2023-02-20, Asuncion,Paraguay,-25.2637,-57.5759,17.029166666666665,11.833333333333334,215.79166666666666,3.875,0.6333333333333333,56.625
2023-02-21, Asuncion,Paraguay,-25.2637,-57.5759,10.320833333333333,7.175,160.54166666666666,2.2333333333333334,0.2625,47.791666666666664
2023-02-22, Asuncion,Paraguay,-25.2637,-57.5759,6.520833333333333,4.5249999999999995,192.04166666666666,2.625,0.14583333333333334,39.625
2023-02-23, Asuncion,Paraguay,-25.2637,-57.5759,12.791666666666666,8.941666666666666,243.875,3.8874999999999997,0.20833333333333334,26.875
2023-02-24, Asuncion,Paraguay,-25.2637,-57.5759,15.987499999999999,11.183333333333332,285.4166666666667,4.0375000000000005,0.2833333333333334,26.666666666666668
2023-02-25, Asuncion,Paraguay,-25.2637,-57.5759,14.229166666666666,9.9375,265.25,4.075,0.2041666666666667,14.708333333333334
2023-02-26, Asuncion,Paraguay,-25.2637,-57.5759,12.966666666666667,9.0625,289.3333333333333,5.9750000000000005,0.12916666666666668,14.0
2023-02-27, Asuncion,Paraguay,-25.2637,-57.5759,21.633333333333336,15.1625,329.875,5.991666666666667,0.16666666666666666,18.666666666666668
2023-02-28, Asuncion,Paraguay,-25.2637,-57.5759,15.791666666666666,11.008333333333333,225.08333333333334,3.5583333333333336,0.14583333333333334,29.541666666666668
2023-03-01, Asuncion,Paraguay,-25.2637,-57.5759,8.904166666666667,6.195833333333333,192.04166666666666,2.5625,0.1375,37.708333333333336
2023-03-02, Asuncion,Paraguay,-25.2637,-57.5759,8.987499999999999,6.279166666666666,191.20833333333334,3.079166666666667,0.09583333333333334,34.375
2023-03-03, Asuncion,Paraguay,-25.2637,-57.5759,8.941666666666666,6.258333333333333,186.75,2.5375,0.075,24.416666666666668
2023-03-04, Asuncion,Paraguay,-25.2637,-57.5759,11.875,8.329166666666667,207.08333333333334,2.3916666666666666,0.13333333333333333,17.25
2023-03-05, Asuncion,Paraguay,-25.2637,-57.5759,18.895833333333332,13.229166666666666,407.4583333333333,8.070833333333333,0.28750000000000003,33.666666666666664
2023-03-06, Asuncion,Paraguay,-25.2637,-57.5759,7.508333333333333,5.204166666666667,239.54166666666666,4.383333333333334,0.3,44.958333333333336
2023-03-07, Asuncion,Paraguay,-25.2637,-57.5759,13.145833333333334,9.116666666666667,321.2916666666667,6.1875,0.3875,33.666666666666664
2023-03-08, Asuncion,Paraguay,-25.2637,-57.5759,22.879166666666666,15.970833333333333,459.3333333333333,8.583333333333334,0.45416666666666666,20.583333333333332
2023-03-09, Asuncion,Paraguay,-25.2637,-57.5759,13.579166666666666,9.508333333333333,221.91666666666666,2.470833333333333,0.15416666666666667,24.041666666666668
2023-03-10, Asuncion,Paraguay,-25.2637,-57.5759,10.762500000000001,7.545833333333333,254.58333333333334,3.858333333333333,0.15416666666666667,26.291666666666668
2023-03-11, Asuncion,Paraguay,-25.2637,-57.5759,14.733333333333334,10.275,369.9166666666667,8.104166666666666,0.25416666666666665,38.375
2023-03-12, Asuncion,Paraguay,-25.2637,-57.5759,11.745833333333332,8.179166666666667,248.79166666666666,3.7458333333333336,0.2041666666666667,47.708333333333336
2023-03-13, Asuncion,Paraguay,-25.2637,-57.5759,8.929166666666667,6.2375,178.5,1.95,0.12083333333333335,48.708333333333336
2023-03-14, Asuncion,Paraguay,-25.2637,-57.5759,7.220833333333334,5.0625,180.58333333333334,1.3,0.12083333333333335,29.208333333333332
2023-03-15, Asuncion,Paraguay,-25.2637,-57.5759,13.204166666666666,9.299999999999999,187.58333333333334,1.4791666666666667,0.14166666666666666,19.375
2023-03-16, Asuncion,Paraguay,-25.2637,-57.5759,8.208333333333334,5.779166666666666,210.16666666666666,1.7416666666666665,0.15416666666666667,18.416666666666668
2023-03-17, Asuncion,Paraguay,-25.2637,-57.5759,14.120833333333332,9.845833333333333,191.04166666666666,2.3666666666666667,0.23750000000000002,40.791666666666664
2023-03-18, Asuncion,Paraguay,-25.2637,-57.5759,15.216666666666667,10.487499999999999,295.7083333333333,6.883333333333333,0.2833333333333333,43.708333333333336
2023-03-19, Asuncion,Paraguay,-25.2637,-57.5759,13.991666666666667,9.645833333333334,208.95833333333334,3.8958333333333335,0.32083333333333336,38.791666666666664
2023-03-20, Asuncion,Paraguay,-25.2637,-57.5759,14.758333333333333,10.170833333333333,262.125,5.966666666666666,0.3041666666666667,41.833333333333336
2023-03-21, Asuncion,Paraguay,-25.2637,-57.5759,14.891666666666666,10.262500000000001,277.8333333333333,5.920833333333333,0.5041666666666667,42.958333333333336
2023-03-22, Asuncion,Paraguay,-25.2637,-57.5759,18.016666666666666,12.475,235.66666666666666,3.8708333333333336,0.5208333333333334,45.125
2023-03-23, Asuncion,Paraguay,-25.2637,-57.5759,18.683333333333334,12.983333333333334,185.20833333333334,2.3874999999999997,0.5499999999999999,42.375
2023-03-24, Asuncion,Paraguay,-25.2637,-57.5759,15.049999999999999,10.441666666666666,155.41666666666666,1.3958333333333333,0.32916666666666666,39.458333333333336
2023-03-25, Asuncion,Paraguay,-25.2637,-57.5759,18.104166666666668,12.637500000000001,207.83333333333334,3.483333333333333,0.15416666666666667,22.208333333333332
2023-03-26, Asuncion,Paraguay,-25.2637,-57.5759,15.9375,11.112499999999999,198.66666666666666,2.620833333333333,0.4583333333333333,42.541666666666664
2023-03-27, Asuncion,Paraguay,-25.2637,-57.5759,7.704166666666667,5.2749999999999995,196.04166666666666,4.004166666666666,0.39166666666666666,49.333333333333336
2023-03-28, Asuncion,Paraguay,-25.2637,-57.5759,12.141666666666666,8.416666666666666,282.3333333333333,5.783333333333334,0.30416666666666664,31.083333333333332
2023-03-29, Asuncion,Paraguay,-25.2637,-57.5759,8.8125,6.070833333333333,193.0,2.183333333333333,0.2833333333333333,32.291666666666664
2023-03-30, Asuncion,Paraguay,-25.2637,-57.5759,21.25,14.775,239.08333333333334,3.8958333333333335,0.4916666666666667,33.291666666666664
2023-03-31, Asuncion,Paraguay,-25.2637,-57.5759,28.625,19.98333333333333,281.4583333333333,3.391666666666667,0.6625,54.0
2023-04-01, Asuncion,Paraguay,-25.2637,-57.5759,16.670833333333334,11.6,222.70833333333334,2.4541666666666666,0.5,48.0
2023-04-02, Asuncion,Paraguay,-25.2637,-57.5759,7.608333333333333,5.2124999999999995,183.16666666666666,4.341666666666667,0.6291666666666667,41.375
2023-04-03, Asuncion,Paraguay,-25.2637,-57.5759,11.608333333333334,8.075000000000001,260.5833333333333,6.633333333333333,0.30833333333333335,44.333333333333336
2023-04-04, Asuncion,Paraguay,-25.2637,-57.5759,14.270833333333334,9.920833333333333,342.25,7.970833333333334,0.37916666666666665,44.541666666666664
2023-04-05, Asuncion,Paraguay,-25.2637,-57.5759,32.77916666666667,22.90416666666667,351.625,7.029166666666666,0.5625,44.416666666666664
2023-04-06, Asuncion,Paraguay,-25.2637,-57.5759,21.650000000000002,15.129166666666668,243.79166666666666,4.0625,0.275,53.416666666666664
2023-04-07, Asuncion,Paraguay,-25.2637,-57.5759,18.845833333333335,13.141666666666666,243.125,4.395833333333333,0.44166666666666665,52.0
2023-04-08, Asuncion,Paraguay,-25.2637,-57.5759,9.620833333333334,6.633333333333334,225.875,4.966666666666667,0.4916666666666667,43.458333333333336
2023-04-09, Asuncion,Paraguay,-25.2637,-57.5759,16.104166666666668,11.129166666666668,336.125,7.720833333333334,0.5541666666666667,44.166666666666664
2023-04-10, Asuncion,Paraguay,-25.2637,-57.5759,22.7,15.833333333333334,455.5833333333333,9.720833333333333,0.4916666666666667,49.875
2023-04-11, Asuncion,Paraguay,-25.2637,-57.5759,12.766666666666666,8.829166666666667,253.29166666666666,4.879166666666666,0.525,51.708333333333336
2023-04-12, Asuncion,Paraguay,-25.2637,-57.5759,8.295833333333333,5.758333333333333,217.875,3.5833333333333335,0.5416666666666666,46.708333333333336
2023-04-13, Asuncion,Paraguay,-25.2637,-57.5759,14.766666666666667,10.320833333333333,262.4166666666667,5.579166666666667,0.24583333333333335,27.833333333333332
2023-04-14, Asuncion,Paraguay,-25.2637,-57.5759,15.208333333333334,10.637500000000001,192.58333333333334,3.5666666666666664,0.5291666666666667,38.75
2023-04-15, Asuncion,Paraguay,-25.2637,-57.5759,17.554166666666667,12.241666666666667,223.45833333333334,4.8125,0.5958333333333333,38.041666666666664
2023-04-16, Asuncion,Paraguay,-25.2637,-57.5759,26.71666666666667,18.675,525.4166666666666,11.608333333333334,0.6416666666666667,32.833333333333336
2023-04-17, Asuncion,Paraguay,-25.2637,-57.5759,14.920833333333334,10.391666666666667,242.83333333333334,4.8500000000000005,0.3666666666666667,35.25
2023-04-18, Asuncion,Paraguay,-25.2637,-57.5759,8.700000000000001,6.0125,200.95833333333334,4.345833333333333,0.4875,36.083333333333336
2023-04-19, Asuncion,Paraguay,-25.2637,-57.5759,10.795833333333334,7.458333333333333,297.625,7.391666666666667,0.39166666666666666,33.166666666666664
2023-04-20, Asuncion,Paraguay,-25.2637,-57.5759,12.375,8.545833333333333,188.08333333333334,4.4875,0.5125000000000001,30.75
2023-04-21, Asuncion,Paraguay,-25.2637,-57.5759,11.666666666666666,8.070833333333333,215.33333333333334,5.258333333333334,0.5375,34.0
2023-04-22, Asuncion,Paraguay,-25.2637,-57.5759,12.304166666666667,8.5375,210.95833333333334,4.370833333333334,0.48333333333333334,47.666666666666664
2023-04-23, Asuncion,Paraguay,-25.2637,-57.5759,19.229166666666668,13.362499999999999,295.25,5.958333333333333,0.9583333333333334,57.375
2023-04-24, Asuncion,Paraguay,-25.2637,-57.5759,19.425,13.508333333333333,446.25,10.366666666666667,0.8791666666666668,42.75
2023-04-25, Asuncion,Paraguay,-25.2637,-57.5759,20.308333333333334,14.154166666666667,286.5416666666667,5.645833333333333,0.5541666666666667,42.208333333333336
2023-04-26, Asuncion,Paraguay,-25.2637,-57.5759,15.387500000000001,10.725,389.0,8.570833333333333,0.32916666666666666,37.958333333333336
2023-04-27, Asuncion,Paraguay,-25.2637,-57.5759,25.787499999999998,18.0,499.0833333333333,12.266666666666666,0.4291666666666667,38.708333333333336
2023-04-28, Asuncion,Paraguay,-25.2637,-57.5759,19.079166666666666,13.341666666666667,370.6666666666667,9.470833333333333,0.2833333333333333,35.041666666666664
2023-04-29, Asuncion,Paraguay,-25.2637,-57.5759,10.295833333333333,7.170833333333333,252.45833333333334,5.2,0.18333333333333335,33.25
2023-04-30, Asuncion,Paraguay,-25.2637,-57.5759,4.9875,3.4375,180.79166666666666,2.4208333333333334,0.2791666666666667,39.0
2023-05-01, Asuncion,Paraguay,-25.2637,-57.5759,7.020833333333333,4.858333333333333,196.08333333333334,3.204166666666667,0.30416666666666664,32.333333333333336
2023-05-02, Asuncion,Paraguay,-25.2637,-57.5759,15.375,10.766666666666666,288.2083333333333,6.608333333333333,0.1625,21.0
2023-05-03, Asuncion,Paraguay,-25.2637,-57.5759,10.0,6.995833333333334,141.79166666666666,3.1125000000000003,0.2708333333333333,27.833333333333332
2023-05-04, Asuncion,Paraguay,-25.2637,-57.5759,20.679166666666667,14.433333333333332,251.41666666666666,6.620833333333334,0.26666666666666666,22.541666666666668
2023-05-05, Asuncion,Paraguay,-25.2637,-57.5759,28.979166666666668,20.254166666666666,538.9583333333334,12.875,0.3875,15.958333333333334
2023-05-06, Asuncion,Paraguay,-25.2637,-57.5759,18.691666666666666,13.054166666666667,234.375,5.6499999999999995,0.30833333333333335,22.208333333333332
2023-05-07, Asuncion,Paraguay,-25.2637,-57.5759,25.02916666666667,17.516666666666666,505.125,12.845833333333333,0.2791666666666667,16.041666666666668
2023-05-08, Asuncion,Paraguay,-25.2637,-57.5759,11.704166666666666,8.15,230.54166666666666,4.6499999999999995,0.22083333333333333,29.666666666666668
2023-05-09, Asuncion,Paraguay,-25.2637,-57.5759,9.916666666666666,6.870833333333334,251.70833333333334,5.716666666666666,0.47500000000000003,36.708333333333336
2023-05-10, Asuncion,Paraguay,-25.2637,-57.5759,10.145833333333334,7.029166666666666,243.0,5.8999999999999995,0.7000000000000001,35.958333333333336
2023-05-11, Asuncion,Paraguay,-25.2637,-57.5759,9.450000000000001,6.529166666666666,230.625,5.108333333333333,0.8125,39.416666666666664
2023-05-12, Asuncion,Paraguay,-25.2637,-57.5759,11.2875,7.820833333333333,200.95833333333334,5.154166666666667,0.7458333333333332,33.958333333333336
2023-05-13, Asuncion,Paraguay,-25.2637,-57.5759,19.441666666666666,13.541666666666666,359.0,9.808333333333334,0.6749999999999999,28.208333333333332
2023-05-14, Asuncion,Paraguay,-25.2637,-57.5759,19.404166666666665,13.549999999999999,454.4166666666667,12.658333333333333,0.45416666666666666,30.666666666666668
2023-05-15, Asuncion,Paraguay,-25.2637,-57.5759,17.212500000000002,11.991666666666667,387.0833333333333,10.466666666666667,0.3625,33.833333333333336
2023-05-16, Asuncion,Paraguay,-25.2637,-57.5759,16.104166666666668,11.1625,327.5416666666667,8.308333333333334,0.43333333333333335,39.791666666666664
2023-05-17, Asuncion,Paraguay,-25.2637,-57.5759,9.820833333333333,6.758333333333333,172.95833333333334,3.35,0.6208333333333333,47.041666666666664
2023-05-18, Asuncion,Paraguay,-25.2637,-57.5759,13.979166666666666,9.670833333333333,213.5,3.891666666666667,0.8375,56.75
2023-05-19, Asuncion,Paraguay,-25.2637,-57.5759,16.566666666666666,11.458333333333334,213.66666666666666,2.9333333333333336,1.0999999999999999,53.375
2023-05-20, Asuncion,Paraguay,-25.2637,-57.5759,20.066666666666666,13.941666666666668,245.79166666666666,3.2458333333333336,1.3166666666666667,59.875
2023-05-21, Asuncion,Paraguay,-25.2637,-57.5759,20.095833333333335,13.979166666666666,247.75,3.8166666666666664,1.0666666666666667,53.166666666666664
2023-05-22, Asuncion,Paraguay,-25.2637,-57.5759,15.875,11.045833333333334,179.0,1.8583333333333334,0.3541666666666667,48.125
2023-05-23, Asuncion,Paraguay,-25.2637,-57.5759,14.366666666666667,9.950000000000001,172.125,1.8041666666666665,0.4666666666666666,46.958333333333336
2023-05-24, Asuncion,Paraguay,-25.2637,-57.5759,7.5,5.066666666666666,177.45833333333334,3.15,0.5958333333333333,57.958333333333336
2023-05-25, Asuncion,Paraguay,-25.2637,-57.5759,10.658333333333333,7.191666666666666,163.41666666666666,2.4499999999999997,0.6791666666666667,59.75
2023-05-26, Asuncion,Paraguay,-25.2637,-57.5759,9.358333333333333,6.408333333333334,168.20833333333334,2.4,0.3875,48.708333333333336
2023-05-27, Asuncion,Paraguay,-25.2637,-57.5759,13.966666666666667,9.658333333333333,219.45833333333334,3.2125,0.3666666666666667,38.666666666666664
2023-05-28, Asuncion,Paraguay,-25.2637,-57.5759,9.591666666666667,6.629166666666666,165.875,2.5749999999999997,0.3875,36.166666666666664
2023-05-29, Asuncion,Paraguay,-25.2637,-57.5759,10.575000000000001,7.258333333333333,190.625,4.1125,0.5166666666666667,33.75
2023-05-30, Asuncion,Paraguay,-25.2637,-57.5759,15.845833333333333,11.016666666666666,303.8333333333333,7.433333333333334,0.3833333333333333,33.416666666666664
2023-05-31, Asuncion,Paraguay,-25.2637,-57.5759,17.075,11.9,272.5,6.420833333333333,0.19999999999999998,35.75
2023-06-01, Asuncion,Paraguay,-25.2637,-57.5759,21.633333333333336,15.070833333333333,320.125,7.291666666666667,0.22083333333333333,34.333333333333336
2023-06-02, Asuncion,Paraguay,-25.2637,-57.5759,12.679166666666667,8.816666666666666,253.33333333333334,5.3875,0.225,43.5
2023-06-03, Asuncion,Paraguay,-25.2637,-57.5759,6.795833333333333,4.733333333333333,186.75,3.029166666666667,0.3541666666666667,46.875
2023-06-04, Asuncion,Paraguay,-25.2637,-57.5759,10.424999999999999,7.241666666666667,224.75,3.8666666666666667,0.575,50.75
2023-06-05, Asuncion,Paraguay,-25.2637,-57.5759,18.566666666666666,12.958333333333334,288.2916666666667,5.75,0.5875,45.0
2023-06-06, Asuncion,Paraguay,-25.2637,-57.5759,14.483333333333334,10.066666666666666,220.20833333333334,3.9583333333333335,0.5625,56.25
2023-06-07, Asuncion,Paraguay,-25.2637,-57.5759,11.058333333333332,7.633333333333334,206.33333333333334,4.045833333333333,0.6833333333333332,60.083333333333336
2023-06-08, Asuncion,Paraguay,-25.2637,-57.5759,11.695833333333333,8.125,217.58333333333334,4.366666666666666,0.5541666666666666,52.25
2023-06-09, Asuncion,Paraguay,-25.2637,-57.5759,6.133333333333333,4.266666666666667,161.29166666666666,2.1374999999999997,0.2833333333333333,52.625
2023-06-10, Asuncion,Paraguay,-25.2637,-57.5759,8.025,5.5625,175.0,2.1083333333333334,0.2833333333333333,44.5
2023-06-11, Asuncion,Paraguay,-25.2637,-57.5759,13.775,9.5625,176.58333333333334,3.141666666666667,0.4875,34.416666666666664
2023-06-12, Asuncion,Paraguay,-25.2637,-57.5759,4.6375,3.233333333333333,115.79166666666667,2.3666666666666667,1.3499999999999999,35.166666666666664
2023-06-13, Asuncion,Paraguay,-25.2637,-57.5759,4.920833333333333,3.4125,109.25,2.6958333333333333,0.9874999999999999,34.458333333333336
2023-06-14, Asuncion,Paraguay,-25.2637,-57.5759,6.8500000000000005,4.7,147.0,3.0,0.8624999999999999,34.041666666666664
2023-06-15, Asuncion,Paraguay,-25.2637,-57.5759,8.1875,5.6000000000000005,150.625,3.9166666666666665,0.6666666666666666,32.0
2023-06-16, Asuncion,Paraguay,-25.2637,-57.5759,16.733333333333334,11.579166666666666,202.83333333333334,5.125,0.5499999999999999,32.375
2023-06-17, Asuncion,Paraguay,-25.2637,-57.5759,31.608333333333334,22.15833333333333,453.2916666666667,11.674999999999999,0.5541666666666667,28.416666666666668
2023-06-18, Asuncion,Paraguay,-25.2637,-57.5759,18.616666666666667,12.950000000000001,277.6666666666667,7.520833333333333,0.40416666666666673,33.25
2023-06-19, Asuncion,Paraguay,-25.2637,-57.5759,9.795833333333333,6.754166666666666,252.91666666666666,6.416666666666667,0.29583333333333334,34.458333333333336
2023-06-20, Asuncion,Paraguay,-25.2637,-57.5759,15.729166666666666,10.958333333333334,264.7916666666667,5.454166666666667,0.7875000000000001,52.541666666666664
2023-06-21, Asuncion,Paraguay,-25.2637,-57.5759,17.075,11.883333333333333,302.4166666666667,6.304166666666667,0.6083333333333333,38.875
2023-06-22, Asuncion,Paraguay,-25.2637,-57.5759,20.795833333333334,14.512500000000001,263.75,5.054166666666666,0.3458333333333334,34.083333333333336
2023-06-23, Asuncion,Paraguay,-25.2637,-57.5759,12.504166666666668,8.695833333333333,185.33333333333334,2.716666666666667,0.19999999999999998,41.125
2023-06-24, Asuncion,Paraguay,-25.2637,-57.5759,6.966666666666666,4.808333333333334,177.33333333333334,2.4375,0.1875,43.125
2023-06-25, Asuncion,Paraguay,-25.2637,-57.5759,10.808333333333332,7.479166666666667,185.45833333333334,2.8208333333333333,0.30416666666666664,44.958333333333336
2023-06-26, Asuncion,Paraguay,-25.2637,-57.5759,9.829166666666667,6.804166666666667,189.66666666666666,2.716666666666667,0.3458333333333334,45.958333333333336
2023-06-27, Asuncion,Paraguay,-25.2637,-57.5759,6.216666666666666,4.3125,163.04166666666666,2.4,0.525,54.958333333333336
2023-06-28, Asuncion,Paraguay,-25.2637,-57.5759,7.033333333333334,4.920833333333333,189.95833333333334,3.2375000000000003,0.625,45.0
2023-06-29, Asuncion,Paraguay,-25.2637,-57.5759,11.383333333333333,7.916666666666667,179.66666666666666,3.0375,0.6041666666666666,45.958333333333336
2023-06-30, Asuncion,Paraguay,-25.2637,-57.5759,17.004166666666666,11.866666666666667,254.91666666666666,6.570833333333333,1.1208333333333333,50.541666666666664
2023-07-01, Asuncion,Paraguay,-25.2637,-57.5759,16.558333333333334,11.579166666666666,358.9583333333333,10.112499999999999,1.5291666666666668,47.208333333333336
2023-07-02, Asuncion,Paraguay,-25.2637,-57.5759,12.233333333333334,8.545833333333333,244.33333333333334,5.383333333333333,1.1166666666666667,52.875
2023-07-03, Asuncion,Paraguay,-25.2637,-57.5759,5.9750000000000005,4.175,176.04166666666666,3.1125000000000003,0.9125,54.25
