country,city,latitude,longitude,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,et0_fao_evapotranspiration,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,fecha,respiratoria,cardiovascular,otra,defunciones_totales,temperature_2m_mean_lag0,temperature_2m_mean_lag1,temperature_2m_mean_lag2,temperature_2m_mean_lag3,temperature_2m_mean_lag4,temperature_2m_mean_lag5,temperature_2m_mean_lag6,temperature_2m_mean_lag7,temperature_2m_mean_lag8,temperature_2m_mean_lag9,temperature_2m_mean_lag10,temperature_2m_mean_lag11,temperature_2m_mean_lag12,temperature_2m_mean_lag13,temperature_2m_mean_lag14,apparent_temperature_mean_lag0,apparent_temperature_mean_lag1,apparent_temperature_mean_lag2,apparent_temperature_mean_lag3,apparent_temperature_mean_lag4,apparent_temperature_mean_lag5,apparent_temperature_mean_lag6,apparent_temperature_mean_lag7,apparent_temperature_mean_lag8,apparent_temperature_mean_lag9,apparent_temperature_mean_lag10,apparent_temperature_mean_lag11,apparent_temperature_mean_lag12,apparent_temperature_mean_lag13,apparent_temperature_mean_lag14,precipitation_sum_lag0,precipitation_sum_lag1,precipitation_sum_lag2,precipitation_sum_lag3,precipitation_sum_lag4,precipitation_sum_lag5,precipitation_sum_lag6,precipitation_sum_lag7,precipitation_sum_lag8,precipitation_sum_lag9,precipitation_sum_lag10,precipitation_sum_lag11,precipitation_sum_lag12,precipitation_sum_lag13,precipitation_sum_lag14,wind_speed_10m_max_lag0,wind_speed_10m_max_lag1,wind_speed_10m_max_lag2,wind_speed_10m_max_lag3,wind_speed_10m_max_lag4,wind_speed_10m_max_lag5,wind_speed_10m_max_lag6,wind_speed_10m_max_lag7,wind_speed_10m_max_lag8,wind_speed_10m_max_lag9,wind_speed_10m_max_lag10,wind_speed_10m_max_lag11,wind_speed_10m_max_lag12,wind_speed_10m_max_lag13,wind_speed_10m_max_lag14,pm10_lag0,pm10_lag1,pm10_lag2,pm10_lag3,pm10_lag4,pm10_lag5,pm10_lag6,pm10_lag7,pm10_lag8,pm10_lag9,pm10_lag10,pm10_lag11,pm10_lag12,pm10_lag13,pm10_lag14,pm2_5_lag0,pm2_5_lag1,pm2_5_lag2,pm2_5_lag3,pm2_5_lag4,pm2_5_lag5,pm2_5_lag6,pm2_5_lag7,pm2_5_lag8,pm2_5_lag9,pm2_5_lag10,pm2_5_lag11,pm2_5_lag12,pm2_5_lag13,pm2_5_lag14,carbon_monoxide_lag0,carbon_monoxide_lag1,carbon_monoxide_lag2,carbon_monoxide_lag3,carbon_monoxide_lag4,carbon_monoxide_lag5,carbon_monoxide_lag6,carbon_monoxide_lag7,carbon_monoxide_lag8,carbon_monoxide_lag9,carbon_monoxide_lag10,carbon_monoxide_lag11,carbon_monoxide_lag12,carbon_monoxide_lag13,carbon_monoxide_lag14,nitrogen_dioxide_lag0,nitrogen_dioxide_lag1,nitrogen_dioxide_lag2,nitrogen_dioxide_lag3,nitrogen_dioxide_lag4,nitrogen_dioxide_lag5,nitrogen_dioxide_lag6,nitrogen_dioxide_lag7,nitrogen_dioxide_lag8,nitrogen_dioxide_lag9,nitrogen_dioxide_lag10,nitrogen_dioxide_lag11,nitrogen_dioxide_lag12,nitrogen_dioxide_lag13,nitrogen_dioxide_lag14,sulphur_dioxide_lag0,sulphur_dioxide_lag1,sulphur_dioxide_lag2,sulphur_dioxide_lag3,sulphur_dioxide_lag4,sulphur_dioxide_lag5,sulphur_dioxide_lag6,sulphur_dioxide_lag7,sulphur_dioxide_lag8,sulphur_dioxide_lag9,sulphur_dioxide_lag10,sulphur_dioxide_lag11,sulphur_dioxide_lag12,sulphur_dioxide_lag13,sulphur_dioxide_lag14,ozone_lag0,ozone_lag1,ozone_lag2,ozone_lag3,ozone_lag4,ozone_lag5,ozone_lag6,ozone_lag7,ozone_lag8,ozone_lag9,ozone_lag10,ozone_lag11,ozone_lag12,ozone_lag13,ozone_lag14
Mexico,Mexico City,19.4326,-99.1332,26.124,6.774,16.015665,23.79508,3.815548,13.542546,0.0,18.193361,4.2968884,20.695833333333333,14.020833333333334,508.0833333333333,39.25833333333333,27.629166666666663,43.333333333333336,2024-01-15,37,75,154,266,16.015665,15.774001,16.463583,15.673999,14.705249,14.167748,14.186501,15.196916,14.438584,13.01775,13.598999,13.640666,15.084416,14.019833,13.278167,13.542546,13.376167,13.657702,12.604366,11.6447115,10.911817,11.744099,12.614726,11.937992,10.275844,10.682884,10.666725,12.644997,11.801009,10.595296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.193361,13.18308,20.12461,19.09358,20.456745,15.175612,22.691425,24.33664,20.730501,19.64558,19.681828,21.068459,24.569836,18.218275,16.923828,20.695833333333333,26.683333333333334,23.579166666666666,19.279166666666665,19.183333333333334,22.133333333333336,16.841666666666665,17.599999999999998,24.825,15.479166666666666,13.979166666666666,19.933333333333334,26.02083333333333,39.97083333333333,35.354166666666664,14.020833333333334,18.266666666666666,16.054166666666667,13.079166666666666,13.154166666666669,14.891666666666666,11.433333333333332,11.933333333333332,17.208333333333332,10.720833333333331,9.641666666666667,13.795833333333334,17.841666666666665,27.704166666666666,24.39583333333333,508.0833333333333,716.875,584.0416666666666,483.7916666666667,515.6666666666666,461.9166666666667,400.1666666666667,387.7916666666667,762.5,420.0,369.9583333333333,529.0,550.25,756.75,802.375,39.25833333333333,36.21666666666667,42.11666666666667,34.53333333333333,34.27916666666667,34.8625,28.0125,30.1625,40.47916666666666,30.516666666666666,29.558333333333334,43.575,42.7125,61.05833333333334,51.07083333333333,27.629166666666663,32.99583333333333,29.254166666666663,27.016666666666666,27.02083333333333,23.07083333333333,23.90833333333333,19.8875,32.62083333333333,22.5,20.291666666666668,26.929166666666664,28.541666666666668,38.0125,37.05416666666667,43.333333333333336,40.54166666666666,38.083333333333336,48.708333333333336,39.5,45.125,41.91666666666666,35.791666666666664,39.41666666666666,41.41666666666666,48.458333333333336,51.958333333333336,58.75,76.20833333333333,73.95833333333333
Mexico,Mexico City,19.4326,-99.1332,26.274,10.124,17.090666,23.229628,7.497181,14.776696,0.0,13.084402,4.182966,32.42916666666667,22.2,897.9583333333334,50.2875,41.8625,56.66666666666666,2024-01-16,34,73,134,241,17.090666,16.015665,15.774001,16.463583,15.673999,14.705249,14.167748,14.186501,15.196916,14.438584,13.01775,13.598999,13.640666,15.084416,14.019833,14.776696,13.542546,13.376167,13.657702,12.604366,11.6447115,10.911817,11.744099,12.614726,11.937992,10.275844,10.682884,10.666725,12.644997,11.801009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.084402,18.193361,13.18308,20.12461,19.09358,20.456745,15.175612,22.691425,24.33664,20.730501,19.64558,19.681828,21.068459,24.569836,18.218275,32.42916666666667,20.695833333333333,26.683333333333334,23.579166666666666,19.279166666666665,19.183333333333334,22.133333333333336,16.841666666666665,17.599999999999998,24.825,15.479166666666666,13.979166666666666,19.933333333333334,26.02083333333333,39.97083333333333,22.2,14.020833333333334,18.266666666666666,16.054166666666667,13.079166666666666,13.154166666666669,14.891666666666666,11.433333333333332,11.933333333333332,17.208333333333332,10.720833333333331,9.641666666666667,13.795833333333334,17.841666666666665,27.704166666666666,897.9583333333334,508.0833333333333,716.875,584.0416666666666,483.7916666666667,515.6666666666666,461.9166666666667,400.1666666666667,387.7916666666667,762.5,420.0,369.9583333333333,529.0,550.25,756.75,50.2875,39.25833333333333,36.21666666666667,42.11666666666667,34.53333333333333,34.27916666666667,34.8625,28.0125,30.1625,40.47916666666666,30.516666666666666,29.558333333333334,43.575,42.7125,61.05833333333334,41.8625,27.629166666666663,32.99583333333333,29.254166666666663,27.016666666666666,27.02083333333333,23.07083333333333,23.90833333333333,19.8875,32.62083333333333,22.5,20.291666666666668,26.929166666666664,28.541666666666668,38.0125,56.66666666666666,43.333333333333336,40.54166666666666,38.083333333333336,48.708333333333336,39.5,45.125,41.91666666666666,35.791666666666664,39.41666666666666,41.41666666666666,48.458333333333336,51.958333333333336,58.75,76.20833333333333
Mexico,Mexico City,19.4326,-99.1332,25.624,9.574,16.686499,23.25821,7.5209208,14.56535,0.0,16.676977,3.88342,30.975,21.4375,773.125,52.333333333333336,36.425,57.458333333333336,2024-01-17,37,64,165,266,16.686499,17.090666,16.015665,15.774001,16.463583,15.673999,14.705249,14.167748,14.186501,15.196916,14.438584,13.01775,13.598999,13.640666,15.084416,14.56535,14.776696,13.542546,13.376167,13.657702,12.604366,11.6447115,10.911817,11.744099,12.614726,11.937992,10.275844,10.682884,10.666725,12.644997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.676977,13.084402,18.193361,13.18308,20.12461,19.09358,20.456745,15.175612,22.691425,24.33664,20.730501,19.64558,19.681828,21.068459,24.569836,30.975,32.42916666666667,20.695833333333333,26.683333333333334,23.579166666666666,19.279166666666665,19.183333333333334,22.133333333333336,16.841666666666665,17.599999999999998,24.825,15.479166666666666,13.979166666666666,19.933333333333334,26.02083333333333,21.4375,22.2,14.020833333333334,18.266666666666666,16.054166666666667,13.079166666666666,13.154166666666669,14.891666666666666,11.433333333333332,11.933333333333332,17.208333333333332,10.720833333333331,9.641666666666667,13.795833333333334,17.841666666666665,773.125,897.9583333333334,508.0833333333333,716.875,584.0416666666666,483.7916666666667,515.6666666666666,461.9166666666667,400.1666666666667,387.7916666666667,762.5,420.0,369.9583333333333,529.0,550.25,52.333333333333336,50.2875,39.25833333333333,36.21666666666667,42.11666666666667,34.53333333333333,34.27916666666667,34.8625,28.0125,30.1625,40.47916666666666,30.516666666666666,29.558333333333334,43.575,42.7125,36.425,41.8625,27.629166666666663,32.99583333333333,29.254166666666663,27.016666666666666,27.02083333333333,23.07083333333333,23.90833333333333,19.8875,32.62083333333333,22.5,20.291666666666668,26.929166666666664,28.541666666666668,57.458333333333336,56.66666666666666,43.333333333333336,40.54166666666666,38.083333333333336,48.708333333333336,39.5,45.125,41.91666666666666,35.791666666666664,39.41666666666666,41.41666666666666,48.458333333333336,51.958333333333336,58.75
Mexico,Mexico City,19.4326,-99.1332,24.974,10.674,17.348999,22.884155,9.75962,15.595151,0.0,20.12461,4.104225,34.02916666666667,23.366666666666664,825.875,45.80833333333334,37.90833333333333,43.333333333333336,2024-01-18,31,61,132,224,17.348999,16.686499,17.090666,16.015665,15.774001,16.463583,15.673999,14.705249,14.167748,14.186501,15.196916,14.438584,13.01775,13.598999,13.640666,15.595151,14.56535,14.776696,13.542546,13.376167,13.657702,12.604366,11.6447115,10.911817,11.744099,12.614726,11.937992,10.275844,10.682884,10.666725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.12461,16.676977,13.084402,18.193361,13.18308,20.12461,19.09358,20.456745,15.175612,22.691425,24.33664,20.730501,19.64558,19.681828,21.068459,34.02916666666667,30.975,32.42916666666667,20.695833333333333,26.683333333333334,23.579166666666666,19.279166666666665,19.183333333333334,22.133333333333336,16.841666666666665,17.599999999999998,24.825,15.479166666666666,13.979166666666666,19.933333333333334,23.366666666666664,21.4375,22.2,14.020833333333334,18.266666666666666,16.054166666666667,13.079166666666666,13.154166666666669,14.891666666666666,11.433333333333332,11.933333333333332,17.208333333333332,10.720833333333331,9.641666666666667,13.795833333333334,825.875,773.125,897.9583333333334,508.0833333333333,716.875,584.0416666666666,483.7916666666667,515.6666666666666,461.9166666666667,400.1666666666667,387.7916666666667,762.5,420.0,369.9583333333333,529.0,45.80833333333334,52.333333333333336,50.2875,39.25833333333333,36.21666666666667,42.11666666666667,34.53333333333333,34.27916666666667,34.8625,28.0125,30.1625,40.47916666666666,30.516666666666666,29.558333333333334,43.575,37.90833333333333,36.425,41.8625,27.629166666666663,32.99583333333333,29.254166666666663,27.016666666666666,27.02083333333333,23.07083333333333,23.90833333333333,19.8875,32.62083333333333,22.5,20.291666666666668,26.929166666666664,43.333333333333336,57.458333333333336,56.66666666666666,43.333333333333336,40.54166666666666,38.083333333333336,48.708333333333336,39.5,45.125,41.91666666666666,35.791666666666664,39.41666666666666,41.41666666666666,48.458333333333336,51.958333333333336
Mexico,Mexico City,19.4326,-99.1332,23.674002,10.974,17.546919,20.813267,8.900699,14.762469,0.0,20.696087,3.5491874,37.12916666666667,24.6875,568.0,44.76666666666667,41.98333333333333,51.75,2024-01-19,28,65,122,215,17.546919,17.348999,16.686499,17.090666,16.015665,15.774001,16.463583,15.673999,14.705249,14.167748,14.186501,15.196916,14.438584,13.01775,13.598999,14.762469,15.595151,14.56535,14.776696,13.542546,13.376167,13.657702,12.604366,11.6447115,10.911817,11.744099,12.614726,11.937992,10.275844,10.682884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.696087,20.12461,16.676977,13.084402,18.193361,13.18308,20.12461,19.09358,20.456745,15.175612,22.691425,24.33664,20.730501,19.64558,19.681828,37.12916666666667,34.02916666666667,30.975,32.42916666666667,20.695833333333333,26.683333333333334,23.579166666666666,19.279166666666665,19.183333333333334,22.133333333333336,16.841666666666665,17.599999999999998,24.825,15.479166666666666,13.979166666666666,24.6875,23.366666666666664,21.4375,22.2,14.020833333333334,18.266666666666666,16.054166666666667,13.079166666666666,13.154166666666669,14.891666666666666,11.433333333333332,11.933333333333332,17.208333333333332,10.720833333333331,9.641666666666667,568.0,825.875,773.125,897.9583333333334,508.0833333333333,716.875,584.0416666666666,483.7916666666667,515.6666666666666,461.9166666666667,400.1666666666667,387.7916666666667,762.5,420.0,369.9583333333333,44.76666666666667,45.80833333333334,52.333333333333336,50.2875,39.25833333333333,36.21666666666667,42.11666666666667,34.53333333333333,34.27916666666667,34.8625,28.0125,30.1625,40.47916666666666,30.516666666666666,29.558333333333334,41.98333333333333,37.90833333333333,36.425,41.8625,27.629166666666663,32.99583333333333,29.254166666666663,27.016666666666666,27.02083333333333,23.07083333333333,23.90833333333333,19.8875,32.62083333333333,22.5,20.291666666666668,51.75,43.333333333333336,57.458333333333336,56.66666666666666,43.333333333333336,40.54166666666666,38.083333333333336,48.708333333333336,39.5,45.125,41.91666666666666,35.791666666666664,39.41666666666666,41.41666666666666,48.458333333333336
Mexico,Mexico City,19.4326,-99.1332,20.924002,9.074,13.590665,15.6302395,6.8038845,10.690965,0.0,21.41319,2.4867654,22.39583333333333,14.804166666666667,288.25,23.870833333333334,19.5125,54.29166666666666,2024-01-20,25,62,127,214,13.590665,17.546919,17.348999,16.686499,17.090666,16.015665,15.774001,16.463583,15.673999,14.705249,14.167748,14.186501,15.196916,14.438584,13.01775,10.690965,14.762469,15.595151,14.56535,14.776696,13.542546,13.376167,13.657702,12.604366,11.6447115,10.911817,11.744099,12.614726,11.937992,10.275844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.41319,20.696087,20.12461,16.676977,13.084402,18.193361,13.18308,20.12461,19.09358,20.456745,15.175612,22.691425,24.33664,20.730501,19.64558,22.39583333333333,37.12916666666667,34.02916666666667,30.975,32.42916666666667,20.695833333333333,26.683333333333334,23.579166666666666,19.279166666666665,19.183333333333334,22.133333333333336,16.841666666666665,17.599999999999998,24.825,15.479166666666666,14.804166666666667,24.6875,23.366666666666664,21.4375,22.2,14.020833333333334,18.266666666666666,16.054166666666667,13.079166666666666,13.154166666666669,14.891666666666666,11.433333333333332,11.933333333333332,17.208333333333332,10.720833333333331,288.25,568.0,825.875,773.125,897.9583333333334,508.0833333333333,716.875,584.0416666666666,483.7916666666667,515.6666666666666,461.9166666666667,400.1666666666667,387.7916666666667,762.5,420.0,23.870833333333334,44.76666666666667,45.80833333333334,52.333333333333336,50.2875,39.25833333333333,36.21666666666667,42.11666666666667,34.53333333333333,34.27916666666667,34.8625,28.0125,30.1625,40.47916666666666,30.516666666666666,19.5125,41.98333333333333,37.90833333333333,36.425,41.8625,27.629166666666663,32.99583333333333,29.254166666666663,27.016666666666666,27.02083333333333,23.07083333333333,23.90833333333333,19.8875,32.62083333333333,22.5,54.29166666666666,51.75,43.333333333333336,57.458333333333336,56.66666666666666,43.333333333333336,40.54166666666666,38.083333333333336,48.708333333333336,39.5,45.125,41.91666666666666,35.791666666666664,39.41666666666666,41.41666666666666
Mexico,Mexico City,19.4326,-99.1332,19.574001,10.174,14.471916,17.97232,9.387085,12.748662,0.0,24.57511,2.5974827,26.2625,17.870833333333334,460.875,35.9375,33.34583333333333,46.79166666666666,2024-01-21,36,70,134,240,14.471916,13.590665,17.546919,17.348999,16.686499,17.090666,16.015665,15.774001,16.463583,15.673999,14.705249,14.167748,14.186501,15.196916,14.438584,12.748662,10.690965,14.762469,15.595151,14.56535,14.776696,13.542546,13.376167,13.657702,12.604366,11.6447115,10.911817,11.744099,12.614726,11.937992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.57511,21.41319,20.696087,20.12461,16.676977,13.084402,18.193361,13.18308,20.12461,19.09358,20.456745,15.175612,22.691425,24.33664,20.730501,26.2625,22.39583333333333,37.12916666666667,34.02916666666667,30.975,32.42916666666667,20.695833333333333,26.683333333333334,23.579166666666666,19.279166666666665,19.183333333333334,22.133333333333336,16.841666666666665,17.599999999999998,24.825,17.870833333333334,14.804166666666667,24.6875,23.366666666666664,21.4375,22.2,14.020833333333334,18.266666666666666,16.054166666666667,13.079166666666666,13.154166666666669,14.891666666666666,11.433333333333332,11.933333333333332,17.208333333333332,460.875,288.25,568.0,825.875,773.125,897.9583333333334,508.0833333333333,716.875,584.0416666666666,483.7916666666667,515.6666666666666,461.9166666666667,400.1666666666667,387.7916666666667,762.5,35.9375,23.870833333333334,44.76666666666667,45.80833333333334,52.333333333333336,50.2875,39.25833333333333,36.21666666666667,42.11666666666667,34.53333333333333,34.27916666666667,34.8625,28.0125,30.1625,40.47916666666666,33.34583333333333,19.5125,41.98333333333333,37.90833333333333,36.425,41.8625,27.629166666666663,32.99583333333333,29.254166666666663,27.016666666666666,27.02083333333333,23.07083333333333,23.90833333333333,19.8875,32.62083333333333,46.79166666666666,54.29166666666666,51.75,43.333333333333336,57.458333333333336,56.66666666666666,43.333333333333336,40.54166666666666,38.083333333333336,48.708333333333336,39.5,45.125,41.91666666666666,35.791666666666664,39.41666666666666
Mexico,Mexico City,19.4326,-99.1332,21.974,5.824,13.113584,19.692978,3.7613173,11.282102,0.0,13.979872,3.4488773,29.84166666666667,20.225,502.625,37.375,23.60833333333333,56.5,2024-01-22,30,78,122,230,13.113584,14.471916,13.590665,17.546919,17.348999,16.686499,17.090666,16.015665,15.774001,16.463583,15.673999,14.705249,14.167748,14.186501,15.196916,11.282102,12.748662,10.690965,14.762469,15.595151,14.56535,14.776696,13.542546,13.376167,13.657702,12.604366,11.6447115,10.911817,11.744099,12.614726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.979872,24.57511,21.41319,20.696087,20.12461,16.676977,13.084402,18.193361,13.18308,20.12461,19.09358,20.456745,15.175612,22.691425,24.33664,29.84166666666667,26.2625,22.39583333333333,37.12916666666667,34.02916666666667,30.975,32.42916666666667,20.695833333333333,26.683333333333334,23.579166666666666,19.279166666666665,19.183333333333334,22.133333333333336,16.841666666666665,17.599999999999998,20.225,17.870833333333334,14.804166666666667,24.6875,23.366666666666664,21.4375,22.2,14.020833333333334,18.266666666666666,16.054166666666667,13.079166666666666,13.154166666666669,14.891666666666666,11.433333333333332,11.933333333333332,502.625,460.875,288.25,568.0,825.875,773.125,897.9583333333334,508.0833333333333,716.875,584.0416666666666,483.7916666666667,515.6666666666666,461.9166666666667,400.1666666666667,387.7916666666667,37.375,35.9375,23.870833333333334,44.76666666666667,45.80833333333334,52.333333333333336,50.2875,39.25833333333333,36.21666666666667,42.11666666666667,34.53333333333333,34.27916666666667,34.8625,28.0125,30.1625,23.60833333333333,33.34583333333333,19.5125,41.98333333333333,37.90833333333333,36.425,41.8625,27.629166666666663,32.99583333333333,29.254166666666663,27.016666666666666,27.02083333333333,23.07083333333333,23.90833333333333,19.8875,56.5,46.79166666666666,54.29166666666666,51.75,43.333333333333336,57.458333333333336,56.66666666666666,43.333333333333336,40.54166666666666,38.083333333333336,48.708333333333336,39.5,45.125,41.91666666666666,35.791666666666664
Mexico,Mexico City,19.4326,-99.1332,23.324001,6.274,14.107334,21.529308,4.3979063,12.169982,0.1,15.484185,3.974472,24.67083333333333,16.979166666666668,566.1666666666666,37.625,25.6125,54.583333333333336,2024-01-23,36,51,157,244,14.107334,13.113584,14.471916,13.590665,17.546919,17.348999,16.686499,17.090666,16.015665,15.774001,16.463583,15.673999,14.705249,14.167748,14.186501,12.169982,11.282102,12.748662,10.690965,14.762469,15.595151,14.56535,14.776696,13.542546,13.376167,13.657702,12.604366,11.6447115,10.911817,11.744099,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.484185,13.979872,24.57511,21.41319,20.696087,20.12461,16.676977,13.084402,18.193361,13.18308,20.12461,19.09358,20.456745,15.175612,22.691425,24.67083333333333,29.84166666666667,26.2625,22.39583333333333,37.12916666666667,34.02916666666667,30.975,32.42916666666667,20.695833333333333,26.683333333333334,23.579166666666666,19.279166666666665,19.183333333333334,22.133333333333336,16.841666666666665,16.979166666666668,20.225,17.870833333333334,14.804166666666667,24.6875,23.366666666666664,21.4375,22.2,14.020833333333334,18.266666666666666,16.054166666666667,13.079166666666666,13.154166666666669,14.891666666666666,11.433333333333332,566.1666666666666,502.625,460.875,288.25,568.0,825.875,773.125,897.9583333333334,508.0833333333333,716.875,584.0416666666666,483.7916666666667,515.6666666666666,461.9166666666667,400.1666666666667,37.625,37.375,35.9375,23.870833333333334,44.76666666666667,45.80833333333334,52.333333333333336,50.2875,39.25833333333333,36.21666666666667,42.11666666666667,34.53333333333333,34.27916666666667,34.8625,28.0125,25.6125,23.60833333333333,33.34583333333333,19.5125,41.98333333333333,37.90833333333333,36.425,41.8625,27.629166666666663,32.99583333333333,29.254166666666663,27.016666666666666,27.02083333333333,23.07083333333333,23.90833333333333,54.583333333333336,56.5,46.79166666666666,54.29166666666666,51.75,43.333333333333336,57.458333333333336,56.66666666666666,43.333333333333336,40.54166666666666,38.083333333333336,48.708333333333336,39.5,45.125,41.91666666666666
Mexico,Mexico City,19.4326,-99.1332,24.824001,7.574,15.194833,20.461975,5.896079,12.640564,0.0,25.959969,4.635272,22.366666666666664,15.45,576.875,39.41666666666666,25.59166666666667,46.458333333333336,2024-01-24,31,74,157,262,15.194833,14.107334,13.113584,14.471916,13.590665,17.546919,17.348999,16.686499,17.090666,16.015665,15.774001,16.463583,15.673999,14.705249,14.167748,12.640564,12.169982,11.282102,12.748662,10.690965,14.762469,15.595151,14.56535,14.776696,13.542546,13.376167,13.657702,12.604366,11.6447115,10.911817,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.959969,15.484185,13.979872,24.57511,21.41319,20.696087,20.12461,16.676977,13.084402,18.193361,13.18308,20.12461,19.09358,20.456745,15.175612,22.366666666666664,24.67083333333333,29.84166666666667,26.2625,22.39583333333333,37.12916666666667,34.02916666666667,30.975,32.42916666666667,20.695833333333333,26.683333333333334,23.579166666666666,19.279166666666665,19.183333333333334,22.133333333333336,15.45,16.979166666666668,20.225,17.870833333333334,14.804166666666667,24.6875,23.366666666666664,21.4375,22.2,14.020833333333334,18.266666666666666,16.054166666666667,13.079166666666666,13.154166666666669,14.891666666666666,576.875,566.1666666666666,502.625,460.875,288.25,568.0,825.875,773.125,897.9583333333334,508.0833333333333,716.875,584.0416666666666,483.7916666666667,515.6666666666666,461.9166666666667,39.41666666666666,37.625,37.375,35.9375,23.870833333333334,44.76666666666667,45.80833333333334,52.333333333333336,50.2875,39.25833333333333,36.21666666666667,42.11666666666667,34.53333333333333,34.27916666666667,34.8625,25.59166666666667,25.6125,23.60833333333333,33.34583333333333,19.5125,41.98333333333333,37.90833333333333,36.425,41.8625,27.629166666666663,32.99583333333333,29.254166666666663,27.016666666666666,27.02083333333333,23.07083333333333,46.458333333333336,54.583333333333336,56.5,46.79166666666666,54.29166666666666,51.75,43.333333333333336,57.458333333333336,56.66666666666666,43.333333333333336,40.54166666666666,38.083333333333336,48.708333333333336,39.5,45.125
Mexico,Mexico City,19.4326,-99.1332,25.274,6.824,15.107333,21.970367,4.29364,12.39042,0.0,22.691423,4.412996,24.75,17.220833333333335,718.75,42.67916666666667,30.320833333333336,50.54166666666666,2024-01-25,27,59,140,226,15.107333,15.194833,14.107334,13.113584,14.471916,13.590665,17.546919,17.348999,16.686499,17.090666,16.015665,15.774001,16.463583,15.673999,14.705249,12.39042,12.640564,12.169982,11.282102,12.748662,10.690965,14.762469,15.595151,14.56535,14.776696,13.542546,13.376167,13.657702,12.604366,11.6447115,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.691423,25.959969,15.484185,13.979872,24.57511,21.41319,20.696087,20.12461,16.676977,13.084402,18.193361,13.18308,20.12461,19.09358,20.456745,24.75,22.366666666666664,24.67083333333333,29.84166666666667,26.2625,22.39583333333333,37.12916666666667,34.02916666666667,30.975,32.42916666666667,20.695833333333333,26.683333333333334,23.579166666666666,19.279166666666665,19.183333333333334,17.220833333333335,15.45,16.979166666666668,20.225,17.870833333333334,14.804166666666667,24.6875,23.366666666666664,21.4375,22.2,14.020833333333334,18.266666666666666,16.054166666666667,13.079166666666666,13.154166666666669,718.75,576.875,566.1666666666666,502.625,460.875,288.25,568.0,825.875,773.125,897.9583333333334,508.0833333333333,716.875,584.0416666666666,483.7916666666667,515.6666666666666,42.67916666666667,39.41666666666666,37.625,37.375,35.9375,23.870833333333334,44.76666666666667,45.80833333333334,52.333333333333336,50.2875,39.25833333333333,36.21666666666667,42.11666666666667,34.53333333333333,34.27916666666667,30.320833333333336,25.59166666666667,25.6125,23.60833333333333,33.34583333333333,19.5125,41.98333333333333,37.90833333333333,36.425,41.8625,27.629166666666663,32.99583333333333,29.254166666666663,27.016666666666666,27.02083333333333,50.54166666666666,46.458333333333336,54.583333333333336,56.5,46.79166666666666,54.29166666666666,51.75,43.333333333333336,57.458333333333336,56.66666666666666,43.333333333333336,40.54166666666666,38.083333333333336,48.708333333333336,39.5
